Título,Ubicación,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Único dueño,Piloto automático,Aire acondicionado,Dirección,Control de tracción,Capacidad de personas,Potencia,Precio
RAM 1500 5.7 Laramie Atx V8,Bs.As. G.B.A. Norte,RAM,1500,2022,5.7 Laramie Atx V8,,Nafta,4,Automática,5.7,Pick-Up,24000,,,,Hidráulica,4x4,5.0,395.0,62000.0
Jeep Grand Cherokee 6.4 Srt Atx 465hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2019,6.4 Srt Atx 465hp At,Negro,Nafta,5,Automática,8.0,SUV,47024,,,,electronic,4x4,5.0,,110000.0
Mercedes-Benz Clase GLC 3.0 Glc43 Amg 4matic 367cv,Ubicación no encontrada,,Clase GLC,2018,3.0 Glc43 Amg 4matic 367cv,Negro,Nafta,5,Automática,3.0,SUV,113000,,,,Eléctrica,Integral,5.0,367.0,75000.0
BMW X6 3.0 Xdrive 35i Sportive 306cv,Ubicación no encontrada,BMW,X6,2016,3.0 Xdrive 35i Sportive 306cv,Negro,Nafta,5,Automática,3.0,SUV,63000,,,,Asistida,4x4,4.0,306.0,77999.0
BMW X4 2.0 Xdrive 28i Xline 245cv,Formosa,BMW,X4,2022,2.0 Xdrive 28i Xline 245cv,Blanco,Nafta,5,Automática,2.0,SUV,34000,,,,Asistida,4x4,5.0,245.0,99000.0
BMW Serie 5 3.0 530ia Sportline,Ubicación no encontrada,BMW,Serie 5,2019,3.0 530ia Sportline,,Nafta,4,Automática,3.0,Sedán,38000,,,,Eléctrica,Trasera,5.0,258.0,62000.0
Ford Ranger 3.0 Cd 4X4 Limited + At 250Cv,Ubicación no encontrada,Ford,Ranger,2023,,,Diésel,4,Automática,3.0,Pick-Up,500,,,,,,,250.0,42000.0
Jeep Grand Cherokee 6.4 Srt Atx 465hp At,Salta,Jeep,Grand Cherokee,2015,6.4 Srt Atx 465hp At,,Nafta,5,Automática,6.4,SUV,102000,,,,Hidráulica,4x4,5.0,465.0,70000.0
Audi A7 Sportback 3.0 55 Tfsi Stronic Quattro 340cv,Ubicación no encontrada,Audi,A7 Sportback,2020,3.0 55 Tfsi Stronic Quattro 340cv,Gris,Nafta,5,Automática,3.0,Hatchback,49800,,,,Eléctrica,Integral,4.0,340.0,85000.0
Volkswagen Amarok 3.0 V6 Extreme,Ubicación no encontrada,Volkswagen,Amarok,2023,3.0 V6 Extreme,Dorado,Diésel,4,Automática,3.0,Pick-Up,9000,,,,,4x4,5.0,224.0,36666.67
Ford Ranger LIMITED PLUS  V6 4X4 10AT,Ubicación no encontrada,Ford,Ranger,2024,LIMITED PLUS  V6 4X4 10AT,Blanco,Diésel,4,Automática,2.0,Pick-Up,1000,,,,,,,210.0,60000.0
Ford Ranger Raptor Raptor V6,Ubicación no encontrada,Ford,Ranger Raptor,2023,raptor v6,,Nafta,4,,,,18000,,,,,,,,84900.0
BMW Serie 2 3.0 240i M Package Cabrio,Capital Federal,BMW,Serie 2,2018,3.0 240i M Package Cabrio,Blanco,Nafta,2,Automática,3.0,Cabriolet,22000,,,,Asistida,Trasera,4.0,340.0,65000.0
Ram 1500 5.7l V8 Rebel 4x4,Ubicación no encontrada,RAM,1500,2023,REBEL 4X4,Gris,Híbrido,4,Automática,5.7,Pick-Up,500,,,,Asistida,,,,115000.0
Ford F-150 Raptor 3.5l Bi-turbo,La Pampa,Ford,,2022,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,83000,,,,Eléctrica,4x4,5.0,456.0,80000.0
Jeep Grand Cherokee 3.6 Overland 286hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2017,3.6 Overland 286hp At,Gris,Nafta,5,Automática,3.6,SUV,63700,,,,Hidráulica,4x4,5.0,286.0,58500.0
BMW Serie 1 1.5 118i Sport Line 136cv,Ubicación no encontrada,BMW,Serie 1,2024,1.5 118i Sport Line 136cv,Gris,Nafta,5,Automática,1.5,Hatchback,500,,,,Eléctrica,Trasera,5.0,136.0,59900.0
Land Rover Evoque 2.0 Se Mhev Hibrid,Ubicación no encontrada,Land Rover,Evoque,2020,2.0 Se Mhev Hibrid,Gris,Híbrido/Nafta,5,Automática,2.0,SUV,500,,,,Hidráulica,4x4,5.0,300.0,116900.0
Toyota Corolla 1.8 Hev Seg Ecvt,Bs.As. G.B.A. Norte,Toyota,Corolla,2023,1.8 Hev Seg Ecvt,Gris,Híbrido/Nafta,4,Automática,1.8,Sedán,10000,,,,Eléctrica,Delantera,5.0,98.0,65000.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport Coupe 4matic 333cv,Ubicación no encontrada,,Clase GLE,2018,3.0 Gle400 Sport Coupe 4matic 333cv,blue,Nafta,5,Automática,3.0,Off-Road,92359,,,,hydraulic,Integral,5.0,333.0,95000.0
Mercedes-Benz Clase A 1.6 A35 4matic 306 Cv 5 p,Capital Federal,,Clase A,2022,1.6 A35 4matic 306 Cv 5 p,,Nafta,5,Automática,1.6,Hatchback,35000,,,,Asistida,Integral,5.0,306.0,78800.0
Ford Ranger Raptor 3.0L V6 Ecoboost Biturbo Cabina Doble 4X4,Ubicación no encontrada,Ford,Ranger Raptor,2024,3.0L V6 Ecoboost Biturbo Cabina Doble 4X4,,Nafta,4,Automática,3.0,Pick-Up,9600,,,,,4x4,5.0,397.0,80000.0
Jeep Wrangler 3.6 Sport 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2017,3.6 Sport 284hp Atx,Gris,Nafta,3,Automática,3.6,Hatchback,60000,,,,,4x4,4.0,284.0,60000.0
Jeep Grand Cherokee 6.4 Srt Atx 465hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2019,6.4 Srt Atx 465hp At,Negro,Nafta,5,Automática,4.0,SUV,59446,,,,electronic,4x4,5.0,465.0,99000.0
Mercedes-benz Clase C 2.0 C300 Coupe 245cv,Santa Fe,,Clase C,2019,2.0 C300 Coupe 245cv,Gris,Nafta,2,Manual,2.0,Coupé,11500,,,,Asistida,Delantera,4.0,245.0,65000.0
Audi S4 2018 Flamante         Titular  Permuta Mayor Valor,La Pampa,Audi,S4,2018,S4 356 CV,Verde,Nafta,5,Automática,,Sedán,21900,,,,Eléctrica,,,,68500.0
Volkswagen Vento 2.0 Tsi Gli 211cv App Connect + Nav,Ubicación no encontrada,Volkswagen,Vento,2023,,Gris,Nafta,4,Manual,2.0,Sedán,500,,,,Hidráulica,Delantera,5.0,211.0,79900.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2022,5.7 Laramie Atx V8,Blanco,Nafta,4,Automática,5.7,Pick-Up,40000,,,,Hidráulica,4x4,5.0,395.0,68000.0
Mercedes-Benz Clase GLE 3.0 Gle400 Sport Coupe 4matic 333cv,Ubicación no encontrada,,Clase GLE,2018,3.0 Gle400 Sport Coupe 4matic 333cv,Negro,Nafta,5,Automática,3.0,SUV,86213,,,,Eléctrica,Integral,5.0,333.0,100000.0
Volkswagen Golf 1.6 Trendline,Ubicación no encontrada,Volkswagen,Golf,2017,1.6 Trendline,Blanco,Nafta,5,Manual,1.6,Hatchback,93000,,,,Eléctrica,Delantera,5.0,110.0,66666.67
Peugeot 3008 1.6 Gt-line Thp Tiptronic,Ubicación no encontrada,Peugeot,3008,2024,1.6 Gt-line Thp Tiptronic,Gris,Nafta,5,Automática,1.6,SUV,2000,,,,Eléctrica,Delantera,5.0,165.0,36000.0
Toyota Hiace 2.8 Tdi Wagon 6at 10a,Ubicación no encontrada,Toyota,Hiace,2023,2.8 Tdi Wagon 6at 10a,,Diésel,4,Automática,2.8,,1500,,,,,Delantera,10.0,177.0,65000.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2020,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,68000,,,,Eléctrica,4x4,5.0,456.0,85000.0
Mercedes-benz 250 250 Amg 2.0 224 Cv,Córdoba,,250,2021,250 AMG 2.0 224 CV,,Nafta,4,,,,51000,,,,,,,,58000.0
Mercedes-Benz Clase A 1.6 A45 Amg 360cv,Capital Federal,,Clase A,2018,1.6 A45 Amg 360cv,,Nafta,5,Automática,1.6,Hatchback,65150,,,,Asistida,4x4,5.0,360.0,65000.0
Audi S4 Tsi Triptonic Quatro,Ubicación no encontrada,Audi,S4,2018,Tsi triptonic quatro,Azul,Nafta,5,Automática,3.0,Sedán,66000,,,,Hidráulica,,,,72000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Bs.As. Costa Atlántica,,Clase GLC,2024,2.0 Glc300 4matic Offroad At,Gris,Nafta,5,Automática,2.0,,111111,,,,Asistida,4x4,5.0,258.0,103333.33
Dodge Ram,Ubicación no encontrada,Dodge,Ram,2022,1500 v8,Blanco,Nafta,4,,,,55000,,,,,,,,70000.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2022,5.7 Laramie Atx V8,,Nafta,4,Automática,5.7,Pick-Up,8200,,,,Hidráulica,4x4,5.0,395.0,61500.0
Mercedes-Benz Clase A 1.6 A35 4matic 306 Cv 5 p,Ubicación no encontrada,,Clase A,2023,1.6 A35 4matic 306 Cv 5 p,Gris,Nafta,5,Automática,1.6,Hatchback,4000,,,,Asistida,Integral,5.0,306.0,118000.0
Mercedes-Benz A45 AMG A45 AMG BLINDADO,Capital Federal,,A45 AMG,2015,A45 AMG BLINDADO,,Nafta,4,Automática,1.6,Hatchback,83233,,,,Asistida,4x4,5.0,360.0,60000.0
Toyota 86 2.4 Gr,Córdoba,Toyota,86,2023,2.4 Gr,Rojo,Nafta,2,Manual,2.4,Coupé,9000,,,,,Trasera,2.0,237.0,74000.0
Ford Mustang 5.0 Gt 421cv,Bs.As. G.B.A. Norte,Ford,Mustang,2017,5.0 Gt 421cv,Gris,Nafta,2,Manual,5.0,Coupé,15000,,,,Hidráulica,Trasera,2.0,421.0,72000.0
BMW Serie M M2,Ubicación no encontrada,BMW,Serie M,2018,M2,Blanco,Nafta,2,Automática,,Coupé,30000,,,,Asistida,Trasera,4.0,370.0,95900.0
Jeep Wrangler 3.6 Unlimited 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2022,3.6 Unlimited 284hp Atx,,Nafta,3,Automática,3.6,Hatchback,16000,,,,,4x4,4.0,284.0,92500.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2018,3.0 M2,Blanco,Nafta,2,Automática,3.0,Coupé,11300,,,,Asistida,Trasera,4.0,370.0,109999.0
Volkswagen Amarok 3.0 V6 Extreme,Ubicación no encontrada,Volkswagen,Amarok,2023,3.0 V6 Extreme,Plateado,Diésel,4,Automática,3.0,Pick-Up,1111,,,,,4x4,5.0,224.0,37600.0
Mercedes-Benz Clase A 1.6 A35 4matic 306 Cv 5 p,Ubicación no encontrada,,Clase A,2021,1.6 A35 4matic 306 Cv 5 p,Gris,Nafta,5,Automática,1.6,Hatchback,29108,,,,Asistida,Integral,5.0,306.0,85000.0
Chevrolet S10 2.8 Cd 4x2 Ltz Tdci 200cv,Ubicación no encontrada,Chevrolet,S10,2015,2.8 Cd 4x2 Ltz Tdci 200cv,Blanco,Diésel,4,Manual,2.8,Pick-Up,125500,,,,Asistida,4x2,5.0,200.0,151100.0
MINI Cooper S 2.0 F56 Chili 192cv,Ubicación no encontrada,MINI,Cooper S,2023,2.0 F56 Chili 192cv,Gris,Nafta,5,Automática,2.0,Hatchback,1000,,,,Asistida,Delantera,5.0,192.0,59000.0
Mercedes-Benz Clase SL 3.2 Sl320 Roadster,Ubicación no encontrada,,Clase SL,1996,3.2 Sl320 Roadster,Azul,Nafta,2,Manual,3.2,Coupé,60500,,,,Hidráulica,Trasera,2.0,224.0,78000.0
Audi RS3 2.5 Sedan 400cv,Capital Federal,Audi,RS3,2019,2.5 Sedan 400cv,Blanco,Nafta,4,Automática,2.5,Sedán,32000,,,,EléctricaSeguridadFrenos ABSSíDefensa delanteraSíAirbag conductorSíFaros con regulación automáticaSíSensor de estacionamientoSíAirbag para conductor y pasajeroSíFaros antinieblas traserosSíDesempañador traseroSíControl de estabilidadSíTercera luz de freno ledSíCierre centralizado de puertasSíBlindadoNoTracción ASRSíInteriorTapizado de cueroSíCondiciones de compraAcepta permutaSíConfort y convenienciaPiloto automáticoNoAire acondicionadoSí,Integral,4.0,400.0,91800.0
Toyota Hilux SW4 2.8 Srx 177cv 4x4 7as At,Buenos Aires Interior,Toyota,Hilux SW4,2022,2.8 Srx 177cv 4x4 7as At,,Diésel,5,Automática,2.8,SUV,50000,,,,Hidráulica,4x4,7.0,177.0,36000.0
Mini Copper S Cabrio 2024 1.000kms. Autopremium,Ubicación no encontrada,MINI,Cooper S,2024,Cabrio,Negro,Nafta,2,Automática secuencial,,Cabriolet,1000,,,,Eléctrica,,,,69900.0
Ford Mustang Mach1 - Supercharger 700 Hp,Santa Fe,Ford,Mustang,2022,Mach1,,Nafta,2,Automática,,Coupé,2500,,,,,Trasera,,,128000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Capital Federal,,Clase GLC,2021,2.0 Glc300 4matic Offroad At,Negro,Nafta,5,Automática,2.0,Coupé,52000,,,,Asistida,4x4,5.0,258.0,77000.0
Bmw Serie M235l M Xdrive Gran Coupe 2023,Ubicación no encontrada,BMW,Serie M,2023,240 XDRIVE,Blanco,Nafta,5,Automática,2.0,,4700,,,,,,,,88000.0
Ford F-150 Raptor 3.5l Bi-turbo,Bs.As. G.B.A. Norte,Ford,,2020,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,78000,,,,Eléctrica,4x4,5.0,456.0,81900.0
Volvo Xc90 T8 Hybrida Autopremium,Ubicación no encontrada,Volvo,XC90,2022,T8 ULTIMATE HYBRID,Blanco,Híbrido/Nafta,5,Automática,,SUV,26000,,,,Asistida,,,,189900.0
BMW Serie M 3.0 M2,Ubicación no encontrada,BMW,Serie M,2018,3.0 M2,Negro,Nafta,4,Automática,3.0,Coupé,13000,,,,Asistida,Trasera,4.0,370.0,90000.0
BMW X6 3.0 Xdrive 35i Pure Extravagance,Ubicación no encontrada,BMW,X6,2017,3.0 Xdrive 35i Pure Extravagance,Negro,Nafta,5,Automática,3.0,SUV,69000,,,,Asistida,4x4,4.0,306.0,75000.0
Bmw Serie 3 2021,Ubicación no encontrada,BMW,Serie 3,2021,330i,Blanco,Nafta,4,,,,14200,,,,,,,,59900.0
Land Rover Velar P300 2018 Con 23.000kms. Autopremium,Ubicación no encontrada,Land Rover,Range Rover Velar,2018,P300 Hybrid,Plateado,Híbrido/Nafta,5,,,SUV,23000,,,,Eléctrica,,,,115900.0
Ford Ranger Limited 3.0 V6 4x4,Ubicación no encontrada,Ford,Ranger,2023,Limited 3.0 V6 4x4,Blanco,Diésel,4,Automática,,Off-Road,11000,,,,Eléctrica,,,250.0,41933.33
Mercedes-Benz Clase A 1.6 A35 4matic 306 Cv 5 p,Ubicación no encontrada,,Clase A,2022,1.6 A35 4matic 306 Cv 5 p,Azul,Nafta,5,Automática,1.6,Hatchback,1100,,,,Asistida,Integral,5.0,306.0,91000.0
Ford F-150 5.0l V8 Lariat Luxury,Ubicación no encontrada,Ford,,2021,5.0l V8 Lariat Luxury,Negro,Nafta,4,Automática,5.0,Pick-Up,38500,,,,Eléctrica,4x4,5.0,400.0,61000.0
Mercedes-Benz Clase GLA 1.6 Gla250 Amg-line 211cv,Ubicación no encontrada,,Clase GLA,2020,1.6 Gla250 Amg-line 211cv,Plateado,Nafta,5,Automática,1.6,SUV,20000,,,,Asistida,4x4,5.0,211.0,76900.0
Kia Carnival 2.2 Crdi,Ubicación no encontrada,Kia,Carnival,2023,2.2 Crdi,Gris,Diésel,5,Automática,2.2,Monovolumen,2500,,,,Hidráulica,Delantera,7.0,197.0,73000.0
Mercedes-Benz Clase GLC 2.0 Glc250 300 4matic Atomático,Ubicación no encontrada,,Clase GLC,2018,2.0 Glc250 300 4matic Atomático,Plateado,Nafta,5,Automática,2.0,SUV,83552,,,,Asistida,4x4,5.0,211.0,75000.0
BMW Serie 2 3.0 240i M Package,Ubicación no encontrada,BMW,Serie 2,2021,3.0 240i M Package,,Nafta,2,Automática,3.0,,25000,,,,Asistida,Trasera,4.0,340.0,69000.0
Mercedes-Benz Clase A 2.0 A250 Amg-line 224cv Sedan,Ubicación no encontrada,,Clase A,2022,2.0 A250 Amg-line 224cv Sedan,,Nafta,4,Automática,2.0,Sedán,9807,,,,Asistida,Delantera,5.0,224.0,64900.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2022,5.7 Laramie Atx V8,Negro,Nafta,4,Automática,5.7,Pick-Up,25000,,,,Hidráulica,4x4,5.0,395.0,66000.0
Porsche Macan 2.0 252cv,Ubicación no encontrada,Porsche,Macan,2017,2.0 252cv,Gris,Nafta,5,Manual,2.0,SUV,87000,,,,Hidráulica,4x4,5.0,252.0,72000.0
Dodge Ram Night Edition,Ubicación no encontrada,Dodge,Ram,2024,night edition,,Diésel,4,,,Pick-Up,19000,,,,Hidráulica,,,,61000.0
Mercedes Benz C 63 Amg 2013,Ubicación no encontrada,,Clase C,2013,6.3 C63 Amg 457cv,Blanco,Nafta,2,Automática,6.3,Coupé,59419,,,,assisted,Delantera,5.0,,72900.0
Ford Ranger 3.0 Cd 4X4 Limited + At 250Cv,Mendoza,Ford,Ranger,2024,,,Diésel,4,Automática,3.0,Pick-Up,1000,,,,,,,250.0,42000.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2020,3.5l Bi-turbo,Azul,Nafta,4,Automática,3.5,Pick-Up,35000,,,,Eléctrica,4x4,5.0,456.0,86000.0
BMW X5 3.0 Xdrive 35i 306cv Pure Excellence,Ubicación no encontrada,BMW,X5,2018,3.0 Xdrive 35i 306cv Pure Excellence,,Nafta,5,Automática,3.0,SUV,88000,,,,Asistida,4x4,5.0,306.0,69000.0
Fiat Cronos 1.3 Gse Drive,Santa Fe,Fiat,Cronos,2018,1.3 Gse Drive,,Nafta,4,Manual,1.3,Sedán,85000,,,,Eléctrica,Delantera,5.0,99.0,86666.67
BMW X5 XDRIVE 40D PURE EXCELLENCE,Ubicación no encontrada,BMW,X5,2017,XDRIVE 40D PURE EXCELLENCE,Negro,Diésel,5,Automática,3.0,SUV,75800,,,,Asistida,4x4,5.0,306.0,80000.0
Mercedes-Benz Clase GLC GLC300 Coupe 4matic,Santa Fe,,Clase GLC,2017,GLC300 Coupe 4matic,Blanco,Nafta,4,Automática,2.0,SUV,67000,,,,Asistida,4x4,5.0,211.0,65000.0
BMW Serie 2 2.0 M240i Mpackage Lci Coupé,Ubicación no encontrada,BMW,Serie 2,2023,2.0 M240i Mpackage Lci Coupé,Blanco,Nafta,2,Automática,2.0,Coupé,5000,,,,Asistida,Trasera,4.0,340.0,100000.0
BMW X5 3.0 Xdrive 40d M Package 313cv,Ubicación no encontrada,BMW,X5,2018,3.0 Xdrive 40d M Package 313cv,Plateado,Diésel,5,Automática,3.0,SUV,59000,,,,Asistida,4x4,5.0,313.0,79900.0
Jaguar Xkr 4.2 V8 Superchargued 420 Cv 2008 Autopremium,Ubicación no encontrada,Jaguar,XK,2008,XK-R 4.2 V8 SUPERCHARGUED,Negro,Nafta,2,Automática,,Coupé,14000,,,,Asistida,,,,79900.0
Mercedes-Benz Clase GLA 1.6 Gla250 Amg-line 211cv,Ubicación no encontrada,,Clase GLA,2022,1.6 Gla250 Amg-line 211cv,Gris,Nafta,5,Automática,1.6,SUV,5600,,,,Asistida,4x4,5.0,211.0,85000.0
Audi TT Coupe 2.0 T Fsi 230cv,Ubicación no encontrada,Audi,TT Coupe,2017,2.0 T Fsi 230cv,,Nafta,2,Automática,2.0,Coupé,60000,,,,Eléctrica,Delantera,4.0,230.0,65000.0
BMW Serie M 3.0 M4 560cv,Bs.As. G.B.A. Oeste,BMW,Serie M,2018,3.0 M4 560cv,,Nafta,2,Automática,3.0,Coupé,3900,,,,Asistida,Trasera,4.0,431.0,120000.0
Audi Q5 2.0 45 Tfsi Sport 252cv,Ubicación no encontrada,Audi,Q5,2024,2.0 45 Tfsi Sport 252cv,Gris,Nafta,5,Automática,2.0,SUV,1000,,,,Eléctrica,4x4,5.0,252.0,108900.0
Ford F-150 Raptor 3.5l Bi-turbo,Salta,Ford,,2020,3.5l Bi-turbo,,Nafta,4,Automática,3.5,Pick-Up,30000,,,,Eléctrica,4x4,5.0,456.0,80000.0
Ford Ranger 3.0 Cd 4X4 Xls At 250Cv,Ubicación no encontrada,Ford,Ranger,2024,3.0 Cd 4X4 Xls At 250Cv,Blanco,Diésel,4,Automática,3.0,Pick-Up,1000,,,,hydraulic,4x4,3.0,250.0,36333.33
Maserati Gran Turismo Mc 2018,Ubicación no encontrada,Maserati,GRAN TURISMO,2018,Gran Turismo Mc,Gris,Nafta,2,Automática,8.0,Coupé,2800,,,,assisted,,,,360000.0
BMW Serie M 3.0 M3 431cv,Ubicación no encontrada,BMW,Serie M,2017,3.0 M3 431cv,Gris,Nafta,4,Automática,3.0,Sedán,27000,,,,Asistida,Trasera,4.0,431.0,120000.0
Mercedes-Benz Clase GLC 2.0 Glc300 4matic Offroad At,Ubicación no encontrada,,Clase GLC,2020,2.0 Glc300 4matic Offroad At,Blanco,Nafta,5,Automática,2.0,Coupé,94000,,,,Asistida,4x4,5.0,258.0,70000.0
BMW X5 3.0 Xdrive 40d M Package 313cv,Ubicación no encontrada,BMW,X5,2018,3.0 Xdrive 40d M Package 313cv,,Diésel,5,Automática,3.0,SUV,38000,,,,Asistida,4x4,5.0,313.0,100000.0
Ford Falcon 3.0 LUJO 4P L84,Ubicación no encontrada,Ford,Falcon,1984,3.0 LUJO 4P L84,Beige,Nafta,4,Manual,,Sedán,225000,,,,,Delantera,5.0,,200000.0
Ford F-150 Raptor 3.5l Bi-turbo,Ubicación no encontrada,Ford,,2020,3.5l Bi-turbo,Azul,Nafta,4,Automática,3.5,Pick-Up,86800,,,,Eléctrica,4x4,5.0,456.0,70000.0
Lexus NX NX 350 F-Sport 2.4T AT8 278cv,Ubicación no encontrada,Lexus,NX,2023,NX 350 F-Sport 2.4T AT8 278cv,Negro,Nafta,4,Automática,3.0,Off-Road,8000,,,,Hidráulica,Delantera,5.0,197.0,99900.0
BMW Serie 2 2.0 220i Sport Lci 184cv Coupé,Ubicación no encontrada,BMW,Serie 2,2022,2.0 220i Sport Lci 184cv Coupé,Blanco,Nafta,2,Automática,2.0,Coupé,1111,,,,Asistida,Trasera,4.0,184.0,68500.0
Ford Mustang 5.0 Gt 421cv,Ubicación no encontrada,Ford,Mustang,2021,5.0 Gt 421cv,,Nafta,2,Manual,5.0,Coupé,13000,,,,Asistida,Trasera,2.0,421.0,90000.0
BMW Serie M 5.0 M5 M Sport,Ubicación no encontrada,BMW,Serie M,2009,5.0 M5 M Sport,Negro,Nafta,4,Automática,5.0,Sedán,45579,,,,assisted,Trasera,5.0,507.0,100000.0
Mercedes-benz Clase Glb 2.0 Glb250 Progressive 224cv,Ubicación no encontrada,,Clase GLB,2022,2.0 Glb250 Progressive 224cv,Plateado,Nafta,5,Automática,2.0,SUV,12000,,,,Asistida,4x4,5.0,224.0,76500.0
Ford Ranger 3.0 Cd 4X4 Limited + At 250Cv,Ubicación no encontrada,Ford,Ranger,2023,,Gris,Diésel,4,Automática,3.0,Pick-Up,15000,,,,,,,250.0,44158.0
Bmw Serie M M240 Xderive,Ubicación no encontrada,BMW,Serie M,2024,M240 XDERIVE,Gris,Nafta,3,,,Coupé,1500,,,,,,,,113000.0
Audi Q8 3.0 55 Tfsi Quattro,Ubicación no encontrada,Audi,Q8,2021,3.0 55 Tfsi Quattro,,Nafta,5,Automática,3.0,SUV,21000,,,,Asistida,Integral,5.0,340.0,160000.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2022,5.7 Laramie Atx V8,Negro,Nafta,4,Automática,5.7,Pick-Up,2100,,,,Hidráulica,4x4,5.0,395.0,68500.0
Mercedes-Benz Clase C 3.0 C400 Coupe Amg-line 333cv,Ubicación no encontrada,,Clase C,2018,3.0 C400 Coupe Amg-line 333cv,Blanco,Nafta,4,Automática,3.0,Sedán,43000,,,,Eléctrica,Delantera,5.0,333.0,76000.0
Jeep Grand Cherokee 6.4 Srt Atx 465hp At,Ubicación no encontrada,Jeep,Grand Cherokee,2017,6.4 Srt Atx 465hp At,Gris,Nafta,5,Automática,8.0,SUV,41890,,,,electronic,4x4,5.0,,87900.0
Mercedes-Benz Clase GLA 1.6 Gla250 Amg-line 211cv,Ubicación no encontrada,,Clase GLA,2022,1.6 Gla250 Amg-line 211cv,Plateado,Nafta,5,Automática,1.6,SUV,10000,,,,Asistida,4x4,5.0,211.0,86500.0
Jeep Wrangler 3.6 Unlimited 284hp Atx,Ubicación no encontrada,Jeep,Wrangler,2019,3.6 Unlimited 284hp Atx,Blanco,Nafta,3,Automática,3.6,Hatchback,45000,,,,,4x4,4.0,284.0,76000.0
Toyota Land Cruiser 4.0 Prado Vx At,Ubicación no encontrada,Toyota,Land Cruiser,2023,4.0 Prado Vx At,Blanco,Nafta,5,Automática,4.0,SUV,3000,,,,Hidráulica,,,,130000.0
BMW Serie 3 3.0 330i Sedan Sport Line 252cv,Ubicación no encontrada,BMW,Serie 3,2020,3.0 330i Sedan Sport Line 252cv,Blanco,Nafta,4,Manual,3.0,Sedán,19000,,,,Asistida,Trasera,5.0,184.0,65900.0
BMW X5 3.0 Xdrive 40d M Package 313cv,Ubicación no encontrada,BMW,X5,2018,3.0 Xdrive 40d M Package 313cv,Blanco,Diésel,5,Automática,3.0,SUV,54000,,,,Asistida,4x4,5.0,313.0,89000.0
Mercedes Benz Clase Glb 2021,Ubicación no encontrada,,Clase GLB,2021,250 4MATIC 7 PLAZAS,Blanco,Nafta,5,Automática,2.0,Hatchback,65000,,,,Eléctrica,,,,78000.0
RAM 2500 6.7 Laramie I Atx 350cv 4x4,Bs.As. G.B.A. Norte,RAM,2500,2020,6.7 Laramie I Atx 350cv 4x4,Negro,Diésel,4,Automática,6.7,Pick-Up,19000,,,,Hidráulica,4x4,5.0,350.0,98000.0
Audi Q5 2.0 Tfsi Stronic 252cv,Ubicación no encontrada,Audi,Q5,2018,2.0 Tfsi Stronic 252cv,Plateado,Nafta,5,Automática,2.0,SUV,44000,,,,Eléctrica,4x4,5.0,252.0,79000.0
Mercedes Benz C 300 C300 Amg Line 2023 Con 9.000 Km Conc,Ubicación no encontrada,,Clase C,2023,C 300 AMG LINE,Gris,Nafta,4,Automática,2.0,Sedán,9000,,,,Asistida,,,,82900.0
Mercedes-Benz Clase GLB 2.0 Glb250 Progressive 224cv,Ubicación no encontrada,,Clase GLB,2020,2.0 Glb250 Progressive 224cv,Blanco,Nafta,5,Automática,2.0,SUV,45000,,,,Asistida,4x4,5.0,224.0,64000.0
RAM 1500 5.7 Laramie Atx V8,Ubicación no encontrada,RAM,1500,2022,5.7 Laramie Atx V8,Negro,Nafta,4,Automática,5.9,Pick-Up,30000,,,,hydraulic,4x2,5.0,395.0,42666.67
Jeep Gladieitor Rubicon,San Juan,Jeep,Gladiator,2021,Rubicon,Azul,Nafta,5,,,,30000,,,,,,,,102000.0
Jeep Wrangler 3.6 Rubicon 284hp Atx,Bs.As. G.B.A. Oeste,Jeep,Wrangler,2020,3.6 Rubicon 284hp Atx,Violeta,Nafta,3,Automática,3.6,SUV,30000,,,,Hidráulica,4x4,5.0,284.0,72000.0
BMW M2 M2,Ubicación no encontrada,BMW,M2,2017,M2,Blanco,Nafta,2,Automática,3.0,Coupé,27000,,,,Asistida,Trasera,4.0,370.0,94900.0
